resume_text,job_description,matched_score
"['Machine Learning Engineer', 'C++', 'Technical Documentation', 'Natural Language Processing', 'SQL', 'Tableau', 'Python', 'AWS', 'Azure', 'SAP', 'OracleDB', 'Heroku'] Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution ['2018']","System Administrator (Operation & Maintenance of Server, Storage & Service Desk System) Cisco
Linux
Operation & Maintenance of Server Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution",0.75
"['Data Analysis', 'Business Analysis', 'Statistical Analysis', 'Regression Analysis', 'Natural Language Processing', 'Machine Learning', 'Numerical Analysis'] Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration ['2018', '2020']","AI Engineer Python
R or Java
TensorFlow
PyTorch
Scikit-learn. Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",0.816666667
"['Data Scientist', 'Machine Learning', 'Python', 'Big Data', 'SQL', 'PySpark', 'Scala', 'Hive', 'Scikit Learn', 'Pandas', 'Matplotlib', 'Natural Language Processing', 'Transformers', 'BERT'] Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks ['2019']","Executive - VAT VAT and Tax Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",0.623333333
"['CPR & First Aid Certified', 'Proficient in Microsoft Word', 'Basic knowledge of Microsoft PowerPoint and Excel'] Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning ['2025']","Data Engineer Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning",0.716666667
"['accounts receivable', 'AIA', 'bank reconciliation', 'billing', 'billings', 'budgets', 'daily cash receipts', 'cash flow', 'Consultant', 'Contracts', 'Controller', 'clients', 'financial', 'financial reports', 'financial statements', 'Forms', 'General Ledger', 'general ledger accounts', 'Government', 'insurance', 'meetings', 'excel', 'Microsoft office applications', 'office', 'PowerPoint', 'Pivot tables', 'presentations', 'Prime', 'progress', 'proposals', 'Express', 'reporting', 'spreadsheet', 'tax', 'Timberline'] Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration ['2005', '1997']","AI Engineer Python
R or Java
TensorFlow
PyTorch
Scikit-learn. Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",0.65
"['Administrative support', 'AP', 'Critical thinking', 'Doors', 'Engineer', 'Senior Management', 'Forms', 'Functional', 'Leadership', 'Machinery', 'Navy', 'Oil', 'Organizational', 'Pearl', 'Personnel', 'Personnel management', 'Pick', 'Problem solving', 'Progress', 'Project management', 'Proposals', 'Quality assurance', 'Repairs', 'Reporting', 'Requirement', 'Switches', 'Time management', 'Troubles', 'Technical review', 'Blueprint understanding', 'Project support', 'Document control', 'Engineering operational functions', 'SharePoint', 'Manufacturing systems integration', 'Team management'] Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support ['09/2000', '02/2002', '03/2002', '05/2002', '08/2002', '08/2003', '09/2009', '02/2010', '01/2011', '02/2015', '02/2019']","Management Trainee - Mechanical Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",0.783333333
"['Neural Networks', 'Python', 'Postgresql', 'Django', 'Microsoft Azure', 'Flask', 'Hive', 'Kafka', 'Business Analysis', 'Machine Learning', 'Deep Learning'] Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support ['2017', '2019']","Executive/ Sr. Executive -IT  Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",0.716666667
"['Lead Development', 'build teams', 'mentor', 'interface with customers and vendors', 'architect end to end', 'Develop products in consumer electronics', 'digital TV', 'industrial automation', 'control systems', 'C', 'C++', 'JAVA', 'JVM', 'Embedded Linux', 'LXC', 'Device Drivers', 'Socs', 'RTOS - OS9', 'VXWorks', 'DVB', 'MPEG', 'H.264', 'HLS', 'MP4', 'JSON', 'REST', 'SOAP', 'XML', 'SNMP', 'TR069', 'Microcontrollers', 'hardware', 'Matlab', 'Octave', 'Mathematical modeling', 'Integrating content protection systems', 'Agile Methodologies', 'Scrum', 'SDLC', 'project planning and management', 'leadership'] 15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws ['1988', '87', '2016']","Head of Internal Control & Compliance (ICC) - SEVP/DMD AUDIT AND INSPECTION
Banking
Internal Audit 15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",0.55
"['Object-oriented programming', 'manual testing', 'technical report writing', 'Windows XP/Vista', 'Unix', 'Linux', 'Administration of Windows 2000 Server', 'MIPS Assembler', 'Unix Shell Scripts', 'C', 'Java', 'JVS', 'VBS', 'PL/SQL', 'ASP', 'Digital Logic', 'Verilog Hardware Language', 'installation and configuration of peripherals', 'troubleshooting hardware', 'embedded systems', 'robotics', 'MS Office Suite', 'MS Visio', 'MS Project', 'SQL Navigator', 'Remedy', 'Eclipse'] Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting ['Expected Spring 2014']","Full Stack Developer (Python,React js)  Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",0.85
"['C', 'R', 'Catia', 'AutoCAD', 'ANSYS', 'Microsoft office', 'Product Project Management', 'GD&T', 'Minitab', 'Kanban', 'Kaizen', 'FMEA', 'development', 'Toyota production systems', 'APQP', 'PPAP', '8D', '5 why', ""KPI's"", 'Reliability SAE Standards', 'Vehicle ergonomics', 'DVP&R', 'QCC', 'CNC engineering', 'Programming', 'anatomy', 'benchmarking', 'lean manufacturing', 'manufacturing process', 'cost analysis', 'packaging', 'process engineering', 'Product Development', 'surveys', 'validation', 'welding'] Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance ['06/2013', None]","Mechanical Engineer Maintenance  and Troubleshooting
Mechanical Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",0.85
"['C/Python', 'R', 'STK', 'CATIA', 'ANSYS', 'LaTeX', 'SolidWorks', 'Microsoft Office', 'Microsoft Project'] Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning ['2012', '2017']","Data Engineer Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning",0.783333333
"['advertising', 'competitive', 'content', 'contracts', 'customer satisfaction', 'customer service', 'customer support', 'fashion', 'fast', 'functional', 'marketing strategies', 'marketing', 'market', 'marketing material', 'networking', 'payroll', 'progress', 'promotion', 'quality', 'selling', 'sales', 'script', 'strategic', 'telephone', 'phone', 'training manuals'] Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning ['2012']","Data Engineer Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning",0.716666667
"['HTML', 'CSS', 'JavaScript (Angular)', 'Python', 'Git', 'Algorithm Design', 'Technical Writing', 'Data Analysis', 'Interpersonal Communication', 'Patience'] Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits ['2015', '2012']","Civil Engineer AutoCAD
ETABS
Microsoft Office Suite
MS Project Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits",0.65
"['Generally Accepted Accounting Principles', 'Generally Accepted Auditing Standards', 'Interviewing Techniques', 'Research & Data Gathering', 'Financial Analysis', 'Budget Preparation', 'Accounts Payable/Accounts Receivable', 'Implementing Effective Internal Controls', 'OMB Circular A-133', 'MS Office', 'Quickbooks', 'Accounting', 'Administrative', 'Agency', 'Audit Report', 'Backup', 'Bank Reconciliations', 'Basic', 'Billing', 'Budgets', 'Cash Register', 'Cashier', 'Catalog', 'Clerical', 'Conferences', 'Contracts', 'Client', 'Data Analysis', 'Database', 'Decision-making', 'Direction', 'Documentation', 'Financial', 'Financial Statements', 'Funds', 'Legal', 'Money', 'Policies', 'Processes', 'Video'] Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis ['N/A']","Machine Learning (ML) Engineer  Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",0.533333333
"['MIS reporting', 'Advanced Excel', 'Dashboards', 'Data Analysis', 'SQL', 'MySQL', 'Power Bi', 'Machine Learning', 'Linear Regression', 'Statistical Analysis', 'Clustering', 'NoSQL', 'MongoDB', 'Python', 'EDA', 'Business Intelligence', 'Logistic Regression'] Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support ['2017', '2019']","Data Science Engineer Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support",0.65
"[] Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability ['2020', '2018']","DevOps Engineer Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability",0.6
"['streamline', 'approach', 'balance sheet', 'bonds', 'budgeting', 'business development', 'cash flow', 'clinical research', 'clinical trials', 'com', 'consulting', 'corporate finance', 'CRM', 'database', 'email', 'English', 'equities', 'Fast', 'financials', 'financing', 'financial', 'fundraising', 'funds', 'graphical user interface', 'information systems', 'Innovation', 'inventory', 'marketing', 'network', 'neural', 'next', 'presentations', 'Speaker', 'sales', 'scientific', 'Spanish', 'strategy', 'strategic', 'websites'] Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation ['December 2012', 'May 2011']","Asst. Manager/ Manger (Administrative) •Administration
•Health Safety and Environment
•Safety and Security Management Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation",0.783333333
